ensg	credDC	credDC.maxCADD	credDC.maxPIP	credDC.minP	credDC.loci	cred_eQTL	cred_eQTL.ts	cred_eQTL.maxPIP	cred_eQTL.minP	cred_eQTL.loci	gwsDC	gwsDC.maxCADD	gwsDC.minP	gwsDC.loci	gws_eQTL	gws_eQTL.ts	gws_eQTL.minP	gws_eQTL.loci
ENSG00000156603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	eQTLGen_cis_eQTLs:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid:GTEx/v8/Vagina	1.339e-16	370
ENSG00000172409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	1.339e-16	370
ENSG00000213593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	1.339e-16	370
ENSG00000074266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	eQTLGen_cis_eQTLs	1.408e-09	375
ENSG00000109956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Liver:GTEx/v8/Pituitary:GTEx/v8/Spleen:GTEx/v8/Whole_Blood	2.067e-12	384
ENSG00000123416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	eQTLGen_cis_eQTLs:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pituitary:GTEx/v8/Testis	4.288e-08	394
ENSG00000167552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	4.288e-08	394
ENSG00000174106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	eQTLGen_cis_eQTLs	2.589e-12	399
ENSG00000176463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	eQTLGen_cis_eQTLs	1.17e-08	465
ENSG00000129925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	215	eQTLGen_cis_eQTLs	7.649e-18	469
ENSG00000172366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	eQTLGen_cis_eQTLs	7.649e-18	469
ENSG00000102882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	eQTLGen_cis_eQTLs	2.346e-13	478
ENSG00000169592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Vagina:GTEx/v8/Whole_Blood	2.346e-13	478
ENSG00000254901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	eQTLGen_cis_eQTLs	9.293e-09	522
ENSG00000186017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Whole_Blood	1.297e-14	525
ENSG00000185792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	eQTLGen_cis_eQTLs	3.507e-12	529
ENSG00000198131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	eQTLGen_cis_eQTLs	4.289e-10	530
ENSG00000088930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	eQTLGen_cis_eQTLs	1.314e-08	532
ENSG00000125510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	eQTLGen_cis_eQTLs	3.835e-08	543
ENSG00000143374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	1.79e-09	28
ENSG00000204963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Testis	4.757e-08	189
ENSG00000239389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Thyroid	4.757e-08	189
ENSG00000009950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Pancreas:GTEx/v8/Pituitary	4.249e-10	249
ENSG00000161040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Testis	3.832e-09	255
ENSG00000228049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pituitary:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	3.832e-09	255
ENSG00000267368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	3.832e-09	255
ENSG00000158941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	7.442e-09	273
ENSG00000104497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Kidney_Cortex:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v8/Vagina:GTEx/v8/Whole_Blood	3.901e-08	291
ENSG00000173915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	6.722e-10	348
ENSG00000103269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	215	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v8/Whole_Blood	7.649e-18	469
ENSG00000174943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Muscle_Skeletal	2.346e-13	478
ENSG00000161281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136	GTEx/v8/Adipose_Subcutaneous	1.297e-14	525
ENSG00000067992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	2.492e-08	553
ENSG00000120322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	4.757e-08	189
ENSG00000105808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal	3.832e-09	255
ENSG00000205060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Spleen:GTEx/v8/Testis	1.479e-09	267
ENSG00000163320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Coronary:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Liver:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	2.735e-09	115
ENSG00000171320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	GTEx/v8/Adrenal_Gland:GTEx/v8/Colon_Transverse:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Liver:GTEx/v8/Pancreas:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Stomach	1.489e-08	275
ENSG00000130717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Adrenal_Gland	2.067e-11	326
ENSG00000165916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Thyroid	3.54e-16	368
ENSG00000086189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	GTEx/v8/Artery_Aorta	2.816e-14	169
ENSG00000068796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	265	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Nerve_Tibial	2.816e-14	169
ENSG00000120324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Artery_Aorta	4.757e-08	189
ENSG00000196313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Esophagus_Muscularis	4.249e-10	249
ENSG00000120885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial	1.489e-08	275
ENSG00000168077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial	1.489e-08	275
ENSG00000041515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	GTEx/v8/Artery_Aorta:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis	1.628e-09	430
ENSG00000087258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	245	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Muscle_Skeletal:GTEx/v8/Testis	2.563e-19	484
ENSG00000006432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	GTEx/v8/Artery_Coronary	1.39e-10	439
ENSG00000136560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	GTEx/v8/Artery_Tibial	1.836e-11	79
ENSG00000222011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Artery_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	3.832e-09	255
ENSG00000103266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	GTEx/v8/Artery_Tibial	7.649e-18	469
ENSG00000181007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	GTEx/v8/Artery_Tibial	1.297e-14	525
ENSG00000130724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	GTEx/v8/Artery_Tibial:GTEx/v8/Muscle_Skeletal	4.289e-10	530
ENSG00000204961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	4.757e-08	189
ENSG00000075790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	272	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial	1.722e-10	257
ENSG00000196666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	3.54e-16	368
ENSG00000170445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	4.757e-08	189
ENSG00000125633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	2.959e-08	66
ENSG00000151247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	5.985e-10	152
ENSG00000128606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Cells_Cultured_fibroblasts	3.832e-09	255
ENSG00000164830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	GTEx/v8/Cells_Cultured_fibroblasts	1.089e-12	298
ENSG00000122877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	GTEx/v8/Cells_Cultured_fibroblasts	7.392e-10	339
ENSG00000138175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115	GTEx/v8/Cells_Cultured_fibroblasts	2.627e-09	348
ENSG00000149196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	GTEx/v8/Cells_Cultured_fibroblasts	3.134e-09	375
ENSG00000149948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	GTEx/v8/Cells_Cultured_fibroblasts	1.623e-12	399
ENSG00000205363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	GTEx/v8/Cells_Cultured_fibroblasts	2.569e-19	460
ENSG00000121410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	GTEx/v8/Cells_Cultured_fibroblasts	6.981e-10	530
ENSG00000100372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	GTEx/v8/Cells_Cultured_fibroblasts	5.087e-19	550
ENSG00000088205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Muscle_Skeletal:GTEx/v8/Thyroid	2.959e-08	66
ENSG00000169228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	GTEx/v8/Colon_Sigmoid	8.491e-10	200
ENSG00000013392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Whole_Blood	2.124e-08	221
ENSG00000143437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Nerve_Tibial	1.79e-09	28
ENSG00000204438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	GTEx/v8/Esophagus_Gastroesophageal_Junction	2.724e-10	208
ENSG00000091656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Thyroid	2.094e-10	290
ENSG00000133731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal	3.901e-08	291
ENSG00000253598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Esophagus_Mucosa	3.901e-08	291
ENSG00000166167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	GTEx/v8/Esophagus_Mucosa	1.813e-09	347
ENSG00000130725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	GTEx/v8/Esophagus_Mucosa	4.289e-10	530
ENSG00000182667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial:GTEx/v8/Prostate	2.479e-09	382
